Name;Birthday;Citizenship;Weight;Height;Link;Site
Антонио Маргарито;18 марта 1978;Мексика;67;180;https://www.sports.ru/tags/1046024/;https://www.sports.ru
Шарабутдин Магомедов (Шара Буллет);16 мая 1994;Россия;77;187;https://www.sports.ru/sharabutdin-magomedov/;https://www.sports.ru
Алекс Перейра;7 июля 1987;Бразилия;84;193;https://www.sports.ru/alex-pereira/;https://www.sports.ru
Евгений Тищенко;15 июля 1991;Россия;91;196;https://www.sports.ru/tags/151141022/;https://www.sports.ru
Евгений Хитров;18 августа 1988;Украина;75;179;https://www.sports.ru/tags/142286517/;https://www.sports.ru
Магомед Маликов;2 августа 1981;Украина;95;186;https://www.sports.ru/tags/130794561/;https://www.sports.ru
Кубрат Пулев;4 мая 1981;Болгария;112;194;https://www.sports.ru/kubrat-pulev/;https://www.sports.ru
Тайрон Спонг;3 сентября 1985;Нидерланды Суринам;95;188;https://www.sports.ru/tyrone-spong/;https://www.sports.ru
Кирилл Сидельников;17 августа 1988;Россия;;180;https://www.sports.ru/kirill-sidelnikov/;https://www.sports.ru
Хумисо Икжополенг;5 декабря 1979;Ботсвана;57;167;https://www.sports.ru/tags/5496951/;https://www.sports.ru
Тимоти Брэдли;29 августа 1983;США;67;168;https://www.sports.ru/tags/4265775/;https://www.sports.ru
Хулио Сезар Чавес-младший;16 февраля 1986;Мексика;;182.9;https://www.sports.ru/tags/4105242/;https://www.sports.ru
Рикки Хаттон;6 октября 1978;Англия;;170;https://www.sports.ru/tags/1046036/;https://www.sports.ru
Сослан «Кобра» Асбаров;;Россия;93;187;https://www.sports.ru/soslan-asbarov/;https://www.sports.ru
Гаджи «Автомат» Наврузов;11 апреля 1989;Россия;112;189;https://www.sports.ru/gadzhi-avtomat-navruzov/;https://www.sports.ru
Марат Балаев;1 января 1976;Россия;66;170;https://www.sports.ru/tags/161090955/;https://www.sports.ru
Зелим Имадаев;25 января 1995;Россия;77;182;https://www.sports.ru/tags/161089163/;https://www.sports.ru
Джонни Уокер;30 марта 1992;Бразилия;93;198;https://www.sports.ru/tags/161088864/;https://www.sports.ru
Алексей Папин;6 октября 1987;Россия;91;185;https://www.sports.ru/alekseipapin/;https://www.sports.ru
Роберт Хелениус;2 января 1984;Швеция;;200;https://www.sports.ru/robert-khelenius/;https://www.sports.ru
Бахыт Сарсекбаев;29 ноября 1981;Казахстан;69;;https://www.sports.ru/tags/5376012/;https://www.sports.ru
Жан Паскаль;28 октября 1982;Канада;80;179;https://www.sports.ru/tags/3838412/;https://www.sports.ru
Сергей Ляхович;29 мая 1976;Беларусь;;193;https://www.sports.ru/tags/1046264/;https://www.sports.ru
Шугар Рэй Робинсон;3 мая 1921;США;;180;https://www.sports.ru/tags/1045864/;https://www.sports.ru
Джо Кальзаге;23 марта 1972;Великобритания;;182;https://www.sports.ru/tags/1045798/;https://www.sports.ru
Святослав Коваленко;;Россия;80;185;https://www.sports.ru/svyatoslav-kovalenko/;https://www.sports.ru
Тимур «Витязь» Слащинин;;Россия;118;195;https://www.sports.ru/timur-vityaz-slashchinin/;https://www.sports.ru
Субриэль Матиас;31 марта 1992;Пуэрто-Рико;63,5;173;https://www.sports.ru/tags/161095635/;https://www.sports.ru
Даниэль Дюбуа;6 сентября 1997;Великобритания;110;196;https://www.sports.ru/tags/161095296/;https://www.sports.ru
Марлон Мораес;26 апреля 1988;Бразилия;61;168;https://www.sports.ru/marlon-moraes/;https://www.sports.ru
Диллон Дэнис;22 августа 1993;США;79;182;https://www.sports.ru/tags/161085527/;https://www.sports.ru
Каб Суонсон;11 февраля 1983;США;65;170;https://www.sports.ru/tags/161076347/;https://www.sports.ru
Леон Эдвардс;25 августа 1991;Англия;77;183;https://www.sports.ru/leon-dwards/;https://www.sports.ru
Сергей Липинец;;;;;https://www.sports.ru/tags/161072467/;https://www.sports.ru
Юньер Дортикос;;;;;https://www.sports.ru/tags/161065685/;https://www.sports.ru
Тони Йока;27 апреля 1992;Франция;;200;https://www.sports.ru/tags/161051887/;https://www.sports.ru
Адонис Стивенсон;22 сентября 1977;Канада;79;180;https://www.sports.ru/tags/149949014/;https://www.sports.ru
Виктор Постол;16 января 1984;Украина;63;180;https://www.sports.ru/tags/147467373/;https://www.sports.ru
Кэт Зингано;1 июля 1982;США;61;167;https://www.sports.ru/tags/146749340/;https://www.sports.ru
Адильбек Ниязымбетов;19 мая 1989;Казахстан;;180;https://www.sports.ru/tags/142595676/;https://www.sports.ru
Майкл Конлан;19 ноября 1991;Ирландия;;172;https://www.sports.ru/tags/142594682/;https://www.sports.ru
Кларисса Шилдс;17 марта 1995;США;;176;https://www.sports.ru/tags/142548332/;https://www.sports.ru
Эдриен Бронер;28 июля 1989;США;67;169;https://www.sports.ru/tags/81993599/;https://www.sports.ru
Кшиштоф Влодарчик;19 сентября 1981;;;186 сантиметров;https://www.sports.ru/tags/70122249/;https://www.sports.ru
Бермэйн Стиверн;1 ноября 1978;Канада;;188;https://www.sports.ru/tags/7772279/;https://www.sports.ru
Дэн Харди;;Англия;77;183;https://www.sports.ru/tags/7023662/;https://www.sports.ru
Маркос Рене Майдана;17 июля 1983;Аргентина;66;176;https://www.sports.ru/tags/6277196/;https://www.sports.ru
Александр Бахтин;6 августа 1981;Россия;;173.7;https://www.sports.ru/tags/4567132/;https://www.sports.ru
Карл Фроч;2 июля 1977;Англия;76.2 кг;185 см;https://www.sports.ru/tags/3685436/;https://www.sports.ru
Сергей Водопьянов;20 сентября 1987;Россия;;165;https://www.sports.ru/tags/3596561/;https://www.sports.ru
Альберт Селимов;5 апреля 1986;Россия;;170;https://www.sports.ru/tags/3587656/;https://www.sports.ru
Крис Арреола;5 марта 1981;США;109;194,5;https://www.sports.ru/tags/3118497/;https://www.sports.ru
Джек Демпси;24 июня 1900;США;93;185;https://www.sports.ru/tags/1047649/;https://www.sports.ru
Феликс Тринидад;10 января 1973;Пуэрто-Рико;77;180;https://www.sports.ru/tags/1046012/;https://www.sports.ru
Сергей Дзинзирук;1 марта 1976;Украина;;183;https://www.sports.ru/tags/1045979/;https://www.sports.ru
Нико Али Уолш;;США;73;183;https://www.sports.ru/tags/161121898/;https://www.sports.ru
Сакен Бибосынов;3 июля 1997;Казахстан;;;https://www.sports.ru/tags/161121437/;https://www.sports.ru
Канат Ислам;13 сентября 1984;Казахстан;;178 см;https://www.sports.ru/tags/161116124/;https://www.sports.ru
Асу Алмабаев;25 января 1994;Казахстан;57 кг;163 см;https://www.sports.ru/tags/161114379/;https://www.sports.ru
Артем Тарасов;13 июня 1990;Россия;70;178;https://www.sports.ru/artem-tarasov/;https://www.sports.ru
Мичел Перейра;6 октября 1993;Бразилия;77;185;https://www.sports.ru/tags/161104471/;https://www.sports.ru
Жаирзиньо Розенстрайк;17 марта 1988;Суринам;118;188;https://www.sports.ru/rozenstruik/;https://www.sports.ru
Вэйли Чжан;13 августа 1989;Китай;51;163;https://www.sports.ru/weili-zhang/;https://www.sports.ru
Дэн Хукер;13 февраля 1990;Новая Зеландия;70;183;https://www.sports.ru/dan-hooker/;https://www.sports.ru
Георгий Кушиташвили;;;;;https://www.sports.ru/tags/161064763/;https://www.sports.ru
Карл Фрэмптон;;;;;https://www.sports.ru/tags/161057104/;https://www.sports.ru
Тимофей Настюхин;24 ноября 1989;Россия;75;170;https://www.sports.ru/tags/161056729/;https://www.sports.ru
Адам Яндиев;7 июля 1988;Россия;;180;https://www.sports.ru/adam-yandiev/;https://www.sports.ru
Абдул-Керим Эдилов;25 ноября 1991;Россия;93;185;https://www.sports.ru/tags/161055238/;https://www.sports.ru
Марина Мороз;8 сентября 1991;Украина;52;170;https://www.sports.ru/tags/161018847/;https://www.sports.ru
Алексей Махно;16 мая 1990;Россия;73;175;https://www.sports.ru/alexey-makhno/;https://www.sports.ru
Дмитрий Сосновский 1989;6 июля 1988;Россия Украина;110 кг;190 см;https://www.sports.ru/tags/155259694/;https://www.sports.ru
Ренан Барао;27 февраля 1987;Бразилия;61;167;https://www.sports.ru/tags/153071340/;https://www.sports.ru
Луис Ортис;;Куба;;193;https://www.sports.ru/luis-ortis/;https://www.sports.ru
Брайант Дженнингс;25 сентября 1984;США;102;188;https://www.sports.ru/tags/148314114/;https://www.sports.ru
Лео Санта Крус;10 августа 1988;Мексика;57;175;https://www.sports.ru/tags/145518629/;https://www.sports.ru
Кайла Харрисон;2 июля 1990;США;75;173;https://www.sports.ru/tags/142389929/;https://www.sports.ru
Майк Перес;20 октября 1985;Куба;110;185;https://www.sports.ru/tags/93658346/;https://www.sports.ru
Джереми Стивенс;26 мая 1986;США;66;174;https://www.sports.ru/jeremy-stephens/;https://www.sports.ru
Джо Лаузон;22 мая 1984;;70;177;https://www.sports.ru/joe-lauzon/;https://www.sports.ru
Мариуш Пудзяновски;7 февраля 1977;Польша;117;186;https://www.sports.ru/tags/69347507/;https://www.sports.ru
Андрей Замковой;4 июля 1987;Россия;;174;https://www.sports.ru/tags/29515509/;https://www.sports.ru
Хосе Франциско Мендоса;9 апреля 1972;Колумбия;;;https://www.sports.ru/tags/9993695/;https://www.sports.ru
Тарас Шелестюк;30 ноября 1985;Украина;;179;https://www.sports.ru/tags/7382690/;https://www.sports.ru
Ренато Собрал;7 сентября 1975;Бразилия;93;185;https://www.sports.ru/tags/6718899/;https://www.sports.ru
Артур Кишенко;14 ноября 1986;Украина;;;https://www.sports.ru/tags/6564200/;https://www.sports.ru
Форрест Гриффин;1 июля 1979;США;93;191;https://www.sports.ru/tags/6154714/;https://www.sports.ru
Джон Фитч;24 февраля 1978;США;77;183;https://www.sports.ru/tags/5423782/;https://www.sports.ru
Евгений Романов;20 июля 1985;Россия;90;183;https://www.sports.ru/evgeniy-romanov/;https://www.sports.ru
Роман Романчук;3 июля 1979;Россия;;;https://www.sports.ru/tags/4778662/;https://www.sports.ru
Геннадий Мартиросян;23 февраля 1980;Россия;71;178;https://www.sports.ru/tags/4228221/;https://www.sports.ru
Александр Устинов;7 декабря 1976;Беларусь Россия;126;202;https://www.sports.ru/tags/4117955/;https://www.sports.ru
Ислам Тимурзиев;9 января 1983;Россия;;186;https://www.sports.ru/tags/3617845/;https://www.sports.ru
Пернелл Уитакер;2 января 1964;США;70;168;https://www.sports.ru/tags/1046009/;https://www.sports.ru
Алексей Тищенко;29 мая 1984;Россия;;167;https://www.sports.ru/tags/1045599/;https://www.sports.ru
Елена Беркова;11 марта 1985;Россия;55;158;https://www.sports.ru/elena-berkova/;https://www.sports.ru
Анатолий Токов;17 февраля 1990;;84;181;https://www.sports.ru/tokov-anatoly/;https://www.sports.ru
Баходир Жалолов;8 июля 1994;Узбекистан;;;https://www.sports.ru/tags/161121363/;https://www.sports.ru
Глеб Бакши;12 ноября 1995;Россия Украина;;;https://www.sports.ru/tags/161121259/;https://www.sports.ru
Магомед Курбанов;3 августа 1995;Россия;69;177;https://www.sports.ru/magomed-kurbanov/;https://www.sports.ru
Джиган;2 августа 1985;Украина Россия;;172;https://www.sports.ru/geegun/;https://www.sports.ru
Бекзат Нурдаулетов;10 апреля 1998;Казахстан;;188 см;https://www.sports.ru/tags/161116108/;https://www.sports.ru
Хасан Магомедшарипов;6 октября 2000;Россия;65;180;https://www.sports.ru/khasan-magomedsharipov/;https://www.sports.ru
Василий Камоцкий;;Россия;168;;https://www.sports.ru/tags/161094223/;https://www.sports.ru
Евгений Гончаров;;Россия;115;187;https://www.sports.ru/tags/161093690/;https://www.sports.ru
Григорий Попов;18 апреля 1984;Россия;61;170;https://www.sports.ru/tags/161093688/;https://www.sports.ru
Оскар Ривас;6 июня 1987;Колумбия Канада;97;185;https://www.sports.ru/tags/161093623/;https://www.sports.ru
Мишель Уотерсон;6 января 1986;США;53;161;https://www.sports.ru/tags/161091278/;https://www.sports.ru
Исмаил Наурдиев;18 августа 1996;Австрия;77;178;https://www.sports.ru/ismail-naurdiev/;https://www.sports.ru
Грегор Гиллеспи;18 марта 1987;США;70;175;https://www.sports.ru/tags/161088425/;https://www.sports.ru
Ренато Мойкано;21 мая 1989;Бразилия;66;180;https://www.sports.ru/tags/161081560/;https://www.sports.ru
Татьяна Суарес;19 декабря 1990;США;52;163;https://www.sports.ru/tags/161078481/;https://www.sports.ru
Ванхенг Менайотин;27 октября 1985;Таиланд;47;158;https://www.sports.ru/tags/161077943/;https://www.sports.ru
Элейдер Альварес;8 апреля 1984;Колумбия;79;183;https://www.sports.ru/tags/161077303/;https://www.sports.ru
Джозеф Бенавидес;31 июля 1984;США;57;163;https://www.sports.ru/joseph-banavidez/;https://www.sports.ru
Реджис Прогрейс;24 января 1989;США;;;https://www.sports.ru/tags/161075202/;https://www.sports.ru
Вартан Асатрян;22 июня 1993;Россия;57;162;https://www.sports.ru/tags/161069426/;https://www.sports.ru
Диего Брандао;27 мая 1987;Бразилия;70;170;https://www.sports.ru/tags/161069419/;https://www.sports.ru
Клаудиа Гаделья;7 декабря 1988;Бразилия;52;162;https://www.sports.ru/tags/161068720/;https://www.sports.ru
Келвин Гастелум;24 октября 1991;США;84;175;https://www.sports.ru/kelvin-gastelum/;https://www.sports.ru
Джессика Андраде;25 сентября 1991;Бразилия;57;155;https://www.sports.ru/tags/161060825/;https://www.sports.ru
Бектемир Меликузиев;8 апреля 1996;Узбекистан;;177;https://www.sports.ru/tags/161051810/;https://www.sports.ru
Эрисланди Савон;21 июля 1990;Куба;;192;https://www.sports.ru/tags/161051281/;https://www.sports.ru
Виталий Дунайцев;12 апреля 1992;Россия;64;172;https://www.sports.ru/tags/161033512/;https://www.sports.ru
Кшиштоф Гловацки;31 июля 1986;Польша;91;183;https://www.sports.ru/tags/161029024/;https://www.sports.ru
Андрей Князев;6 февраля 1986;Россия;90;181;https://www.sports.ru/tags/161017213/;https://www.sports.ru
Жанат Жакиянов;4 ноября 1983;Казахстан;;;https://www.sports.ru/tags/161013583/;https://www.sports.ru
Чед Мендеc;1 мая 1985;США;65;168;https://www.sports.ru/tags/161009166/;https://www.sports.ru
Иван Кирпа;6 марта 1978;Россия;70 кг;170 см;https://www.sports.ru/tags/157490826/;https://www.sports.ru
Рамазан Эмеев;20 мая 1987;Россия;83;177;https://www.sports.ru/ramazan-emeev/;https://www.sports.ru
Алексей Кудин;20 декабря 1984;Беларусь;110;188;https://www.sports.ru/tags/147069218/;https://www.sports.ru
Робейси Рамирес;20 декабря 1993;Куба;;162;https://www.sports.ru/tags/142594818/;https://www.sports.ru
Кэти Тэйлор;2 июля 1986;Ирландия;;165;https://www.sports.ru/tags/142547797/;https://www.sports.ru
Надежда Торлопова;23 ноября 1978;Россия;;175;https://www.sports.ru/tags/142507947/;https://www.sports.ru
Магомедрасул Меджидов;27 сентября 1986;Азербайджан;;190;https://www.sports.ru/tags/142372378/;https://www.sports.ru
Орландо Салидо;16 ноября 1980;Мексика;57 кг;168 см;https://www.sports.ru/tags/75571611/;https://www.sports.ru
Штефан Штруве;18 февраля 1988;Нидерланды;120;213;https://www.sports.ru/tags/69912792/;https://www.sports.ru
Габриэль Гонзага;18 мая 1979;Бразилия;;;https://www.sports.ru/tags/64539688/;https://www.sports.ru
Ванес Мартиросян;1 мая 1986;США Армения;70;183;https://www.sports.ru/tags/56744003/;https://www.sports.ru
Софья Очигава;7 июля 1987;Россия;;170;https://www.sports.ru/tags/33674657/;https://www.sports.ru
Боб Сапп;22 сентября 1973;США;150;193;https://www.sports.ru/tags/10672988/;https://www.sports.ru
Юхо Хаапойя;22 октября 1980;Финляндия;106;180;https://www.sports.ru/tags/10386351/;https://www.sports.ru
Бретт Роджерс;17 февраля 1981;США;тяжелый (свыше 93 кг/206 фунтов);193выше 93 кг/206 фунтов);https://www.sports.ru/tags/9359829/;https://www.sports.ru
Габриэль Росадо;14 января 1986;США;72;183;https://www.sports.ru/tags/7779348/;https://www.sports.ru
Хесус Родригез;20 декабря 1979;США;;170;https://www.sports.ru/tags/7772249/;https://www.sports.ru
Шинья Аоки;9 мая 1983;Япония;70;180;https://www.sports.ru/tags/7531139/;https://www.sports.ru
Виктор Ортис;31 января 1987;США;;175;https://www.sports.ru/tags/7224177/;https://www.sports.ru
Ибрагим Магомедов;;Россия;104;183;https://www.sports.ru/tags/7017483/;https://www.sports.ru
Тиаго Алвеш;3 октября 1983;Бразилия;77;176;https://www.sports.ru/tags/6894260/;https://www.sports.ru
Семми Шилт;27 октября 1973;Нидерланды;133;212;https://www.sports.ru/tags/6567819/;https://www.sports.ru
Бэлик Галанов;14 февраля 1989;Россия;;;https://www.sports.ru/tags/6359118/;https://www.sports.ru
Гилберт Айвел;;;;;https://www.sports.ru/tags/6258330/;https://www.sports.ru
Михаил Малютин;;;71;175;https://www.sports.ru/tags/6229015/;https://www.sports.ru
Кевин Рэндлмен;10 августа 1971;США;93;178;https://www.sports.ru/tags/6175429/;https://www.sports.ru
Хуан Мануэль Лопес;30 июня 1983;Пуэрто-Рико;;174;https://www.sports.ru/tags/4474186/;https://www.sports.ru
Деметриус Андраде;26 февраля 1988;США;72;185;https://www.sports.ru/tags/4260687/;https://www.sports.ru
Георгий Балакшин;6 марта 1980;Россия;;163;https://www.sports.ru/tags/3592611/;https://www.sports.ru
Геннадий Ковалев;17 мая 1983;Россия;;173;https://www.sports.ru/tags/3583760/;https://www.sports.ru
Александр Алексеев;30 апреля 1981;Россия;;188;https://www.sports.ru/tags/3067872/;https://www.sports.ru
Дмитрий Кириллов;24 ноября 1978;Россия;;162;https://www.sports.ru/tags/1046151/;https://www.sports.ru
Пол Малиньяджи;23 ноября 1980;США;;174;https://www.sports.ru/tags/1046067/;https://www.sports.ru
Андрей Котельник;29 декабря 1977;Украина;;171;https://www.sports.ru/tags/1046060/;https://www.sports.ru
Вадим Токарев;29 февраля 1972;Россия;;180;https://www.sports.ru/tags/1045613/;https://www.sports.ru
Корри Сандерс;7 января 1966;ЮАР;108;193;https://www.sports.ru/tags/1045575/;https://www.sports.ru
Хасим Рахман;7 ноября 1972;США;;190;https://www.sports.ru/tags/1045372/;https://www.sports.ru
Шэннон Бриггс;4 декабря 1971;;;193;https://www.sports.ru/tags/1045356/;https://www.sports.ru
Ринат Фахретдинов;28 сентября 1991;Россия;77;183;https://www.sports.ru/tags/161137691/;https://www.sports.ru
Джамал Хилл;19 мая 1991;США;93;193;https://www.sports.ru/jamahal-hill/;https://www.sports.ru
Александр Илич;3 января 1989;Сербия;84;187;https://www.sports.ru/aleksandar-ilic/;https://www.sports.ru
Александр Романов;11 декабря 1990;Молдова;117;188;https://www.sports.ru/alexander-romanov-king-kong/;https://www.sports.ru
Вячеслав Борщев;8 января 1992;Россия;70;180;https://www.sports.ru/viacheslav-borshchev/;https://www.sports.ru
Олег Монгол;;Россия;63;170;https://www.sports.ru/oleg-mongol/;https://www.sports.ru
Данил «Регбист» Алеев;;Россия;73;183;https://www.sports.ru/danil-regbist-aleev/;https://www.sports.ru
Тимур «Архангел» Никулин;;Россия;95;179;https://www.sports.ru/timur-arhangel-nikulin/;https://www.sports.ru
Вагаб Вагабов;11 февраля 1986;Россия;84;190;https://www.sports.ru/vagab-vagabov/;https://www.sports.ru
Крис Барнетт;14 июня 1986;США;120;175;https://www.sports.ru/tags/161125691/;https://www.sports.ru
"Исрапил ""Мурад"" Рамазанов";13 сентября 1985;Россия;;;https://www.sports.ru/murad-taxi/;https://www.sports.ru
Ричард Торрес;1 июня 1999;США;;;https://www.sports.ru/tags/161121370/;https://www.sports.ru
Имам Хатаев;31 августа 1994;Россия;;;https://www.sports.ru/tags/161121166/;https://www.sports.ru
Артем Резников;11 января 1992;Казахстан;70 кг;172 см;https://www.sports.ru/tags/161116103/;https://www.sports.ru
Камшыбек Кункабаев;18 ноября 1991;Казахстан;91 кг;190 см;https://www.sports.ru/tags/161115918/;https://www.sports.ru
Марлон Вера;2 декабря 1992;Эквадор;61;173;https://www.sports.ru/marlon-vera/;https://www.sports.ru
Кевин Холланд;5 ноября 1992;США;84;191;https://www.sports.ru/kevin-holland/;https://www.sports.ru
Кори Сэндхэген;20 апреля 1992;США;61;180;https://www.sports.ru/cory-sandhagen/;https://www.sports.ru
Роман Богатов;15 декабря 1990;Россия;70;175;https://www.sports.ru/tags/161108855/;https://www.sports.ru
Владимир Зенин;21 февраля 1977;Россия;70;;https://www.sports.ru/tags/161106027/;https://www.sports.ru
Бруно Силва;;Бразилия;;;https://www.sports.ru/tags/161094468/;https://www.sports.ru
Александр Ракич;6 февраля 1992;Австрия;93;196;https://www.sports.ru/aleksandar-rakic/;https://www.sports.ru
Кудратилло Абдукахоров;29 августа 1983;Узбекистан;67;177;https://www.sports.ru/tags/161091330/;https://www.sports.ru
Брэндон Адамс;31 июля 1989;США;72;175;https://www.sports.ru/tags/161091321/;https://www.sports.ru
Джаред Каннонир;3 марта 1984;США;84;183;https://www.sports.ru/jared-cannonier/;https://www.sports.ru
Георгий Караханян;29 мая 1985;США Россия;65;173;https://www.sports.ru/tags/161089935/;https://www.sports.ru
Крон Грейси;11 июля 1988;Бразилия США;66;175;https://www.sports.ru/tags/161089746/;https://www.sports.ru
Патрики Фрейре;21 января 1986;Бразилия;70;170;https://www.sports.ru/patricky-freire/;https://www.sports.ru
Гаджимурад Антигулов;1 января 1989;Россия;93;180;https://www.sports.ru/gadzhimurad-antigulov/;https://www.sports.ru
Александр Эрнандес;1 октября 1992;США;70;175;https://www.sports.ru/tags/161088333/;https://www.sports.ru
Нейман Грейси;12 декабря 1988;Бразилия США;77;183;https://www.sports.ru/neiman-gracie/;https://www.sports.ru
Иса Чаниев;2 ноября 1992;Россия;61;170;https://www.sports.ru/tags/161086316/;https://www.sports.ru
Тиаго Сантос;7 января 1984;Бразилия;92;188;https://www.sports.ru/santos-thiago/;https://www.sports.ru
Кори Андерсон;22 сентября 1989;США;93;191;https://www.sports.ru/corey-anderson/;https://www.sports.ru
Майк Перри;15 сентября 1991;США;77;177;https://www.sports.ru/mike-perry/;https://www.sports.ru
Муслим Салихов;9 июня 1984;Россия;77;180;https://www.sports.ru/muslim-salikhov/;https://www.sports.ru
Элиас Теодору;31 мая 1988;Канада;84;185;https://www.sports.ru/tags/161076514/;https://www.sports.ru
Ракель Пеннингтон;5 сентября 1988;США;61;170;https://www.sports.ru/tags/161076360/;https://www.sports.ru
Хосе Карлос Рамирес;12 августа 1992;США;63;178;https://www.sports.ru/tags/161076267/;https://www.sports.ru
Татьяна Дваждова;;;;;https://www.sports.ru/tags/161073502/;https://www.sports.ru
Перл Гонсалес;12 августа 1986;США;52;162;https://www.sports.ru/tags/161068756/;https://www.sports.ru
Иван Баранчик;24 января 1993;Беларусь;;170;https://www.sports.ru/tags/161066105/;https://www.sports.ru
Михаил Мохнаткин;16 января 1990;Россия;101;187;https://www.sports.ru/mikhail-mokhnatkin/;https://www.sports.ru
Майки Гарсия;15 декабря 1987;США;63;168;https://www.sports.ru/tags/161062646/;https://www.sports.ru
Екатерина Ковалева;;Беларусь;;;https://www.sports.ru/tags/161058210/;https://www.sports.ru
Джулианна Пенья;;США;61;170;https://www.sports.ru/julianna-pena/;https://www.sports.ru
Хусейн Халиев;3 августа 1988;Россия;;;https://www.sports.ru/tags/161055207/;https://www.sports.ru
Ли Цянь;6 июня 1990;Китай;;;https://www.sports.ru/tags/161051869/;https://www.sports.ru
Ингрит Лорена Валенсия Виктория;3 сентября 1988;Колумбия;;;https://www.sports.ru/tags/161051797/;https://www.sports.ru
Доржнямбуу Отгондалай;28 января 1988;Монголия;;170;https://www.sports.ru/tags/161051366/;https://www.sports.ru
Тони Белью;30 ноября 1982;Великобритания;97;189;https://www.sports.ru/tags/161047634/;https://www.sports.ru
Фабио Мальдонадо;17 марта 1980;Бразилия;92;185;https://www.sports.ru/tags/161044596/;https://www.sports.ru
Артемий Ситенков;;;;;https://www.sports.ru/tags/161037415/;https://www.sports.ru
Константин Пономарев;17 октября 1992;Россия;;;https://www.sports.ru/tags/161016210/;https://www.sports.ru
Хасанбой Дусматов;24 июня 1993;Узбекистан;;156;https://www.sports.ru/tags/159112081/;https://www.sports.ru
Александр Хижняк;3 августа 1995;Украина;;181;https://www.sports.ru/tags/157515235/;https://www.sports.ru
Виталий Гурков;27 марта 1985;Беларусь;75;186;https://www.sports.ru/tags/157202726/;https://www.sports.ru
Андрей Руденко;4 сентября 1983;Украина;107;184;https://www.sports.ru/tags/150423494/;https://www.sports.ru
Руслан Магомедов;26 ноября 1986;Россия;107;191;https://www.sports.ru/tags/146050291/;https://www.sports.ru
Ямагучи Фалькао Флорентино;24 декабря 1987;Бразилия;;179;https://www.sports.ru/tags/142595456/;https://www.sports.ru
Тервел Пулев;10 января 1983;Болгария;;189;https://www.sports.ru/tervel-pulev/;https://www.sports.ru
Рета Мурата;12 января 1986;Япония;;182;https://www.sports.ru/tags/142586742/;https://www.sports.ru
Эскива Фалькао;12 декабря 1989;Бразилия;;178;https://www.sports.ru/tags/142586731/;https://www.sports.ru
Ласаро Альварес;28 января 1991;Куба;;173;https://www.sports.ru/tags/142586665/;https://www.sports.ru
Мариуш Вах;14 декабря 1979;Польша;114;202;https://www.sports.ru/tags/112991589/;https://www.sports.ru
Фил Дэвис;25 сентября 1984;США;93;188;https://www.sports.ru/phil-davis/;https://www.sports.ru
Келл Брук;;;;;https://www.sports.ru/kell-brook/;https://www.sports.ru
Шамиль Абдурахимов;2 сентября 1981;Россия;119;190;https://www.sports.ru/shamil-abdurakhimov/;https://www.sports.ru
Пол Дэйли;21 февраля 1983;Великобритания;78;175;https://www.sports.ru/tags/70605849/;https://www.sports.ru
Тугстсогт Ньямбаяр;23 июня 1992;Монголия;;168;https://www.sports.ru/tags/31324484/;https://www.sports.ru
Стефан Боннар;4 апреля 1977;США;93;193;https://www.sports.ru/tags/17756266/;https://www.sports.ru
Антонио Рожерио Ногейра;2 июня 1976;Бразилия;93;188;https://www.sports.ru/tags/15394506/;https://www.sports.ru
Майк Свик;19 июня 1979;США;76;185;https://www.sports.ru/tags/13437742/;https://www.sports.ru
Джейсон Миллер;24 декабря 1980;США;84;185;https://www.sports.ru/tags/10889324/;https://www.sports.ru
Мэтт Серра;2 июня 1974;США;77;168;https://www.sports.ru/tags/10111506/;https://www.sports.ru
Джонни Гонсалес;15 сентября 1981;Мексика;;171;https://www.sports.ru/tags/10084089/;https://www.sports.ru
Андрей Еськин;2 апреля 1976;Казахстан;;;https://www.sports.ru/tags/7878150/;https://www.sports.ru
Фрэнк Шемрок;8 декабря 1972;Мексика;84;178;https://www.sports.ru/tags/7594176/;https://www.sports.ru
Орландо Крус;1 июля 1981;Пуэрто-Рико;;163;https://www.sports.ru/tags/7523546/;https://www.sports.ru
Виктор Фонсека;26 августа 1981;Пуэрто-Рико;;173;https://www.sports.ru/tags/7523535/;https://www.sports.ru
Франческо Пьянета;8 октября 1984;Италия;;196;https://www.sports.ru/tags/7506429/;https://www.sports.ru
Мелвин Манхуф;;Нидерланды;90;174;https://www.sports.ru/melvin-manhoef/;https://www.sports.ru
Али Фунека;;ЮАР;;;https://www.sports.ru/tags/6948830/;https://www.sports.ru
Айк Ибеабучи;2 февраля 1973;Нигерия;;188;https://www.sports.ru/tags/6797014/;https://www.sports.ru
Дэн Лаузон;30 марта 1988;США;70;178;https://www.sports.ru/tags/6786635/;https://www.sports.ru
Дэвид Хагсма;;Нидерланды;90;;https://www.sports.ru/tags/6692015/;https://www.sports.ru
Радмир Габдуллин;20 декабря 1987;Россия;;;https://www.sports.ru/tags/6580944/;https://www.sports.ru
Майти Мо;8 октября 1970;США;133;185;https://www.sports.ru/tags/6567821/;https://www.sports.ru
Хонг Ман Чой;30 октября 1980;Южная Корея;150;218;https://www.sports.ru/tags/6480810/;https://www.sports.ru
Александр Котлобай;1 апреля 1980;Россия;;;https://www.sports.ru/tags/6303492/;https://www.sports.ru
